username,rating,text,date,city,company,ct
"{'name': 'Khurram Rizvi', 'link': 'https://www.google.com/maps/contrib/118295126446077619456?hl=en-US', 'contributor_id': '118295126446077619456', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjU5fRhrORq6FOGMVdIPj45gNqmpQcS3au1Uy9ZqZhLWoHrNbIRzpA=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 53, 'photos': 136}",5.0,,5 years ago,Mumbai,Wipro,
"{'name': 'Dmoto Vlogger', 'link': 'https://www.google.com/maps/contrib/106824787668896857654?hl=en-US', 'contributor_id': '106824787668896857654', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXNd57OWv28kkgbnagdwsoyGNrlIe38DR6S8LB4KVq8RbTOQReP=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 58, 'photos': 64}",5.0,"Good place, but it is a corporate house you go for interview & stuff. “it is not a service center ”",4 years ago,Mumbai,HCL,
"{'name': 'Chinmay Gulhane', 'link': 'https://www.google.com/maps/contrib/109896522066402405522?hl=en-US', 'contributor_id': '109896522066402405522', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXzUO4JZ0kiTl5-6cq4D-7kC9jddOLqW2sFsvrWW3hKZFfavS-Q=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 66, 'photos': 58}",4.0,Nice And peaceful place to work....,5 years ago,Mumbai,HCL,
"{'name': 'Harshit Raval', 'link': 'https://www.google.com/maps/contrib/111256574226155072899?hl=en-US', 'contributor_id': '111256574226155072899', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXfGz5IwVGDbqNn4DYVxHKB_otRIPaUjizeVP6-fOLHGm4Jv50Mpg=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 93, 'photos': 86}",4.0,"Had an interview for HCL on saturday at HCL comnet , facility is good, having good number of work station. Don't know much about culture and value of company but one thing is sure HRs are not so good. No cooperative at all.",5 years ago,Mumbai,HCL,
"{'name': 'Noman Khan', 'link': 'https://www.google.com/maps/contrib/110719935651175595204?hl=en-US', 'contributor_id': '110719935651175595204', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJKQ3FfyfipanzUw1V9uTdH8-xsAVt5kRXb2ePEaTeDK5cqcg=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 18, 'photos': 0}",2.0,Place was awsum but I went for interview they said I cleared 2 round by didn't called back,6 years ago,Mumbai,HCL,
"{'name': 'Aniket Vaity', 'link': 'https://www.google.com/maps/contrib/105657745214422400838?hl=en-US', 'contributor_id': '105657745214422400838', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWoZbAiUT7eom4Zzlj0Sic4v5gZSSeRWbD-bIaS2cu1IbfED3vu=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 106, 'photos': 71}",3.0,No canteen. But on walkable distance from midc bustop,5 years ago,Mumbai,HCL,
"{'name': 'nikhil chaudhari', 'link': 'https://www.google.com/maps/contrib/101174438943732484241?hl=en-US', 'contributor_id': '101174438943732484241', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXQXROB5JEJtAtFItRH8xgPvVzhMiJtmtvrJd5bwsCOTjOsA9uCUg=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 10, 'photos': 12}",5.0,Best place to work !!!! I work in HCl comnet for last 6 years awesome experience.,6 years ago,Mumbai,HCL,
"{'name': 'Mauktik Tiwari', 'link': 'https://www.google.com/maps/contrib/108683939937297239444?hl=en-US', 'contributor_id': '108683939937297239444', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUBRkexRMXwN7NSZtMq8RRiCFzz0xmN_TqnEkvb4PCCG9NhzVwD=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 11, 'photos': 3}",4.0,A very nice area and the interior of the building is quite good,3 years ago,Mumbai,HCL,
"{'name': 'Akshay Barapatre', 'link': 'https://www.google.com/maps/contrib/106662810454911390945?hl=en-US', 'contributor_id': '106662810454911390945', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUqQ0rekma1w5EUtKCu1hKRdWw70o-dBcqxOpsTZiNVnjHf9mn_=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 14, 'photos': 0}",3.0,Alight at tunga paradise bus stop. It is near from there,6 years ago,Mumbai,HCL,
"{'name': 'Christopher Nadar', 'link': 'https://www.google.com/maps/contrib/113130775234852694630?hl=en-US', 'contributor_id': '113130775234852694630', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVeN7U2ymMBYuqb-hKdP5vv3L2JZxH85KPHBhBaosFYz2nCIkbmPw=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 87, 'photos': 62}",5.0,Best place to work,5 years ago,Mumbai,Tech Mahindra,
"{'name': 'Navin Palankar', 'link': 'https://www.google.com/maps/contrib/100370167781697275851?hl=en-US', 'contributor_id': '100370167781697275851', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVXrswPueWzBcW93z0hfiMwO0eacC1Lk1rCAxLMtH79_ogmquFB=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 165, 'photos': 353}",3.0,"Lot of co-operate office here maily BPOs,

It is now renovated and the experience is good.

There are lot of moves shot in this building as hotels and hospital.

There should be some eateries allowed in here as employees working in this building has to hunt out side to get a bit or depend on cafeteria in side the office.",a year ago,Mumbai,Tech Mahindra,
"{'name': 'Jenifer Shirke', 'link': 'https://www.google.com/maps/contrib/104705867973430632501?hl=en-US', 'contributor_id': '104705867973430632501', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXGjpWWU4bULfVoFuEzDcJMFTI5p33-Z0c5nXw0ZTCUCnHtoYdfHg=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 20, 'photos': 13}",1.0,"I wish if there was an option for 0 star here for this organisation. Really a pathetic organization to work with that has no proper management. They treat employees as trash. They say 9hr 30 mins shift but you need to make sure you login 1hr prior your shift start (even for WFH employees) and sit for 3hrs (additional) post shift most of the day if the whole team didn't achieve the target together. If we didn't will to sit post shift, our TL threatened us stating he'll make sure we lose our job. But  you get paid for 9hrs 30 mins only. If you're in need of urgent holiday, you won't get it. Reason - BUSINESS REQUIREMENTS. But the fact is many employees bare resigning. Great incentive amount and salary but unachievable targets. I'll share my personal experience regarding salary. On March 2021 I hit a huge incentive amount. On the end of the month of September, I received salary with 4k deduction. On checking with my TL, he said the organisation paid me 4k extra in March incentive by mistake so they deducted it this month. During my FNF they tried to deduct the same amount of 4k again until I got it rectified. Do y'all even keep any updates on what y'all do?? The new HR is a complete idiot. I consulted her regarding issues at this organisation. All i got to hear is robotic responses. All she spoke is about professionalism and my work performance. When i told her that the music played at workplace is unprofessional, she said such songs are completely fine at workplace. Seriously! Naach Meri Raani and Munni Badnaam songs are okay to be played at workplace? Why don't y'all get bartenders and bar dancers at workplace? I informed about me being bullied at workplace, but she said that's how friends be. But I didn't knew those employees but its okay for them to bully me during work? Leave that, the desktop they provide are of ancient period it seems. System issues all the time. In 8 months of WFH i had to replace my system 5 times. I wanted to replace it the 6th time as well but my TL was not willing to help me and forced me to work on the technically broken desktop. I had to travel to and fro from Ola for system replacement as the system were too heavy. But this company didn't care about reimbursing or even arranging pick up & drop. I have lot more to say about this organisation but Google Reviews have word limit or else I would have posted a novel here itself.",2 years ago,Mumbai,Tech Mahindra,
"{'name': 'salmann shaikh', 'link': 'https://www.google.com/maps/contrib/109718581275200563634?hl=en-US', 'contributor_id': '109718581275200563634', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjX4AoJacWAfa__voBqUDv6bOTHMBW1c7yuGJ69SuobPY8ec475I8Q=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 133, 'photos': 275}",5.0,One of the best places i have worked,4 years ago,Mumbai,Tech Mahindra,
"{'name': 'Arfaan Solanki', 'link': 'https://www.google.com/maps/contrib/101372782277989363661?hl=en-US', 'contributor_id': '101372782277989363661', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocK_X60_U3NEGahemT7CJ-xiUkhqpG5IXD9TSLnqotrUlgduYg=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",1.0,0% Job Security with Rude and Judgemental Trainer who starts judging you within 2 days of Training.,a year ago,Mumbai,Tech Mahindra,
"{'name': 'Manzila Shaikh', 'link': 'https://www.google.com/maps/contrib/113627454374940314980?hl=en-US', 'contributor_id': '113627454374940314980', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocKUd-RgBsxAJkM_wCr8BVZsWm00NsL3bIm0FxOfqsj1ksFyEw=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 4, 'photos': 1}",1.0,Worst company ever,2 weeks ago,Mumbai,Tech Mahindra,
"{'name': 'Ravindra Jadhav', 'link': 'https://www.google.com/maps/contrib/105568472617744572871?hl=en-US', 'contributor_id': '105568472617744572871', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXNgnOQP_ngQD3Ru1GWVcSeha7C-jkwChVT4GyWB40zvyzQOs3y=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 30, 'photos': 2}",5.0,I'm working with TechM since last 7 years. UK shifts. Fantastic management. Great place to work,a year ago,Mumbai,Tech Mahindra,
"{'name': 'Afsar Shaikh', 'link': 'https://www.google.com/maps/contrib/109174258624218442671?hl=en-US', 'contributor_id': '109174258624218442671', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXebHUo0VHfwn6JorEZnl45zvdW42EUadAdUBQCtW3Zinf_BJAOPA=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 47, 'photos': 33}",5.0,"My workplace.
Best workplace to work with.
Management is always supportive.
Didn't let do any employee in touch COVID situation as well",3 years ago,Mumbai,Tech Mahindra,
"{'name': 'Mehul Thakkar', 'link': 'https://www.google.com/maps/contrib/111241141685932271674?hl=en-US', 'contributor_id': '111241141685932271674', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVguFD34I3TED7Nizii5MIpNcjyTSe0RUebu2UFYgZDDSpMsCIw=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 113, 'photos': 70}",4.0,"Pretty good location, nice office space with limited siting capacity",4 months ago,Mumbai,Oracle,
"{'name': 'Meheli Chatterjee', 'link': 'https://www.google.com/maps/contrib/116140050281838268012?hl=en-US', 'contributor_id': '116140050281838268012', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXxh9l5MfjQn3UpP-AivolqAsOxN_FQhVHnJ66EokQCiY6eVQd_=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 76, 'photos': 1401}",5.0,It's a software company and there are many other companies here in this building. In the ground floor you would find lot of restaurants and also if you wish to wait for sometime for someone there is ample place to sit or have a stroll.,9 months ago,Mumbai,Oracle,
"{'name': 'T G', 'link': 'https://www.google.com/maps/contrib/101891940086128772783?hl=en-US', 'contributor_id': '101891940086128772783', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJ_XQXsr6zSyGUaAT1tTgFoA6OWmyvm8GZJBP-bbguDHP157Q=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 8, 'photos': 0}",5.0,Good place to work,3 weeks ago,Mumbai,Oracle,
"{'name': 'Vicky Dhanwani', 'link': 'https://www.google.com/maps/contrib/102639772487863856853?hl=en-US', 'contributor_id': '102639772487863856853', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjULgxbM9hqxQYqbORjsbsCP1SLm7lW3_WjiTfXjF5I2bfG4FlH-=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 49, 'photos': 13}",4.0,Beautiful office but if you are going for a meeting better go 15-20 minutes early. Multiple security check point. You would need a building pass and then an Oracle visitor pass. So it takes time to get into the meeting room. And they are quiet strict about the security.,6 years ago,Mumbai,Oracle,
"{'name': 'NEELKANTH STATIONERS', 'link': 'https://www.google.com/maps/contrib/115582367614305241521?hl=en-US', 'contributor_id': '115582367614305241521', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXJhFg_o1hS4QxTCs7xb4EBYEmpJ9l0OwrPJxZKJSI40gRKeIKr=s120-c-rp-mo-br100', 'reviews': 121, 'photos': 0}",5.0,"Emerging technologies are disrupting old paradigms and unleashing new
opportunities. Oracle has embedded innovative technologies in every
aspect of our cloud, enabling companies to reimagine their businesses,
processes, and experiences. And the world’s #1 database is now
autonomous, allowing enterprises to innovate at the speed of a startup.",6 years ago,Mumbai,Oracle,
"{'name': 'Mr Boss', 'link': 'https://www.google.com/maps/contrib/113944427425559982651?hl=en-US', 'contributor_id': '113944427425559982651', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXPlGg70HC4ieRFBG-d8NdpqimgZq0CubHp60mP7MJK_u_YYSqk=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 26, 'photos': 26}",4.0,"Oracle is best event for the mySQL. The better place for event, program.",a year ago,Mumbai,Oracle,
"{'name': 'Nandkumar Raghavan', 'link': 'https://www.google.com/maps/contrib/105507953366760193149?hl=en-US', 'contributor_id': '105507953366760193149', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocIuwbLKqt4P7jfqixxjpJlnuOvNk7jPn9mWa0u0U7YXLeDm0w=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 106, 'photos': 0}",5.0,Awesome Place. One of the best company in India.,4 years ago,Mumbai,Oracle,
"{'name': 'Pallavi Chaudhari', 'link': 'https://www.google.com/maps/contrib/110362070017375524067?hl=en-US', 'contributor_id': '110362070017375524067', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWjpG9gPuaB2GCXsmvfn72y5lK5JsciBh8lU82HTyHFdhA6G_Yf=s120-c-rp-mo-br100', 'reviews': 3, 'photos': 3}",5.0,Nice Office place 🤗,a year ago,Mumbai,Oracle,
"{'name': 'neha mistry', 'link': 'https://www.google.com/maps/contrib/114457742107515819577?hl=en-US', 'contributor_id': '114457742107515819577', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjU8jWtbpnsgjNoA9kloG2qK_C19xE1ljnxAqzlgvX5gQ-aMaChg=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 28, 'photos': 3}",5.0,"Great Place to work. Though the company is very huge and has big name, again it all depends on the project and people you work with. What I experienced here is this company has good projects and dedicated team working towards it. Overall great place to learn and grow.",2 years ago,Mumbai,Cognizant,
"{'name': 'Sanket Suryawanshi', 'link': 'https://www.google.com/maps/contrib/100148737833591304557?hl=en-US', 'contributor_id': '100148737833591304557', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUEs-m5B1A8aS69KnM9Oiug1o9eKyPXCSkOFOgSWdEh3GETQnnT=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 81, 'photos': 23}",4.0,Nice office. Scenic view esp in monsoon. Staff is well trained. Ample free parking. But sometimes stingy due to water leakage. Great employee friendly company but the interaction amount it support team and developers is difficult to initiate at times.,6 years ago,Mumbai,Cognizant,
"{'name': 'saket tiwari', 'link': 'https://www.google.com/maps/contrib/106231430846605858425?hl=en-US', 'contributor_id': '106231430846605858425', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWC0Vod9SmQGXMSJZhHG1a04FuvW4R280H5RCCvtT9Knv_T05o=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 10, 'photos': 0}",4.0,The place has its own aura behind the business Park you would see a mountain view which is even more beautiful in rainy season and in front will be a bunch of hiranandani towers so cool place over all near to hiranandani gardens and galleria,8 years ago,Mumbai,Cognizant,
"{'name': 'Rooba Lakshmi', 'link': 'https://www.google.com/maps/contrib/111534740269262333391?hl=en-US', 'contributor_id': '111534740269262333391', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjW-5dtqYbojelx-lvL_yuMFK29j2D8VukXQ-C2CMC3rTmdYuFpM=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 19, 'photos': 6}",4.0,The facility is good and posh but a bit old.. connectivity to this location is not so flexible...Big downside is lavatories in the facility are not enough for that many people.,6 years ago,Mumbai,Cognizant,
"{'name': 'navin balakrishnan', 'link': 'https://www.google.com/maps/contrib/100413512396014610591?hl=en-US', 'contributor_id': '100413512396014610591', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVZ-Urn9Gxk52N2OCAgK_HKRoixZ00bSpAdfWE_hTKMXMshfiZh=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 36, 'photos': 10}",5.0,"One of the most ethical and employee friendly IT companies to work in. Has great work culture, non hierarchical ecosystem and systematic career growth plan.",6 years ago,Mumbai,Cognizant,
"{'name': 'Sachin Sarawgi', 'link': 'https://www.google.com/maps/contrib/109344372541936323983?hl=en-US', 'contributor_id': '109344372541936323983', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjW_5-UIvHxPYaUBg6eIrRiWWL63roFicCsWSXS02MvaVl4rVGLY=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 31, 'photos': 14}",5.0,Neat and clean environment. Lift is fast so u dont feel delay. Has one big automatic door.,7 years ago,Mumbai,Cognizant,
"{'name': 'Shrinivas Dhage', 'link': 'https://www.google.com/maps/contrib/104179311559445535202?hl=en-US', 'contributor_id': '104179311559445535202', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLqWzb6Tb7nQTAf_IBJ9RrBHYKf9IcXbtiZ28Uno32EjuXuPg=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 27, 'photos': 6}",4.0,Visited this place for some official purposes. Gets best view during monsoon season. Watching powai from here is different level of experience.,6 years ago,Mumbai,Cognizant,
"{'name': 'Susmita Subhadarshini Panda', 'link': 'https://www.google.com/maps/contrib/104387165865003134629?hl=en-US', 'contributor_id': '104387165865003134629', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVQoqmY-_CphqtWB1UpK_-6F5l_-IULD_VUypg3HCueDLf246Tc=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 3, 'photos': 46}",5.0,"Love this place , it has an aura that is rarely found, the high end buildings are not only defining royalty but also an eye candy for us...",5 years ago,Mumbai,Cognizant,
"{'name': 'Malika Lokhande', 'link': 'https://www.google.com/maps/contrib/114280965346766791066?hl=en-US', 'contributor_id': '114280965346766791066', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjU608A2oOVzx2QFwm5wPElLzLS1vOAMOxT4NeVz6Z2_Y6N5J8w=s120-c-rp-mo-br100', 'reviews': 3, 'photos': 0}",5.0,My overall impression of IBMS has been positive. The staff have provided incredible facilities and have been helpful in every way. It has made both my work and studying really simple. The facility is welcoming and a fantastic place to complete your certifications. I will undoubtedly recommend it to any working professionals who also desire to study.,2 years ago,Mumbai,IBM,
"{'name': 'Ravi Madeshiya', 'link': 'https://www.google.com/maps/contrib/108598432991698304421?hl=en-US', 'contributor_id': '108598432991698304421', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocKsLOnInMjmAjWmMPF4bPT0ApNVHoMxHwgQUyF5FJgwUslqdw=s120-c-rp-mo-br100', 'reviews': 3, 'photos': 0}",5.0,"IBMS is a really competent Institute, and I completed my master's there. The instructors are very kind with their time and criticism and are well qualified academically and professionally.
The administrative staff is incredibly helpful and supportive.",2 years ago,Mumbai,IBM,
"{'name': 'pradeep deswal', 'link': 'https://www.google.com/maps/contrib/109181545591712987284?hl=en-US', 'contributor_id': '109181545591712987284', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJkDzMa_Flyg6_WwB5SKPLxtw2u0nRNKUBM9r6dA3tOZOc7-g=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",5.0,im pradeep Deswal from New Delhi best place to learn and complete your study dream i done MBA in  retail & marketing. gotta the best job and specially thanks to Mr. Prashant sir who helped at every time. thank you ... IBMS thank you team.,4 years ago,Mumbai,IBM,
"{'name': 'Pratik Vakharia', 'link': 'https://www.google.com/maps/contrib/103667263372961860816?hl=en-US', 'contributor_id': '103667263372961860816', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXaG2D0y7L_geJSHOsj4PWu58twdQFzr6K6YME6zt79znWmfgdA=s120-c-rp-mo-br100', 'reviews': 6, 'photos': 2}",5.0,I'm Pratik vakhariya from Mumbai best place to learn and complete your study dream I have done Graduation in BBA gotta the best job and specially thanks to Mr. Prashant sir who helped at every time. thank you ... IBMS thank you .,3 years ago,Mumbai,IBM,
"{'name': 'Kundan Shigwan', 'link': 'https://www.google.com/maps/contrib/105016035757392014632?hl=en-US', 'contributor_id': '105016035757392014632', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVz58GG2qecZdB6so0awWt5ygiZ3pwiTo4rFyrVBG2dGAkNRycs=s120-c-rp-mo-br100', 'reviews': 5, 'photos': 0}",5.0,IBMS Ranked as one of the best business schools in Global...,2 years ago,Mumbai,IBM,
"{'name': 'Munaf sarguroh', 'link': 'https://www.google.com/maps/contrib/113646960807553511596?hl=en-US', 'contributor_id': '113646960807553511596', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUQhezRGXf-hxlcOvSDAY-HrzWf1fewlVQoQ30GylwrhJz5myHxUQ=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 7, 'photos': 0}",5.0,"MBA best institute to learn, Grow syllabus is on practical experience.",5 years ago,Mumbai,IBM,
"{'name': 'Kiran Waghmare', 'link': 'https://www.google.com/maps/contrib/108822575024799149761?hl=en-US', 'contributor_id': '108822575024799149761', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLxfO29WGYLPx8IzJK8VRA9nVydjYQy7Dy9OGXoeCRBazhW_Q=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 17, 'photos': 0}",5.0,Very nice institute,4 years ago,Mumbai,IBM,
"{'name': 'Sun', 'link': 'https://www.google.com/maps/contrib/115947921026825043516?hl=en-US', 'contributor_id': '115947921026825043516', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVt0tlRoEzoav32Qo1pii1p9FW3XuHHICzSngYc90d212fdUcQ=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 29, 'photos': 0}",5.0,,3 years ago,Mumbai,IBM,
"{'name': 'shabbir daruwala', 'link': 'https://www.google.com/maps/contrib/111659887774044657521?hl=en-US', 'contributor_id': '111659887774044657521', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVhGDq7tL_kXfc41JEqZAxG0_2yYtCfeE69CEQyIhVJWrVn54Q=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 85, 'photos': 5}",4.0,"New shop but it is hardworking person and good behaviour,ectronics item and repair available.",5 years ago,Ahemdabad,Infosys,
"{'name': 'Rajendra Thapa', 'link': 'https://www.google.com/maps/contrib/101867877054956724842?hl=en-US', 'contributor_id': '101867877054956724842', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXmPE6t_BAtqCjvwm8HK40XA37opYsmFezuYCAri0fXVAiWDw2W=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 21, 'photos': 5}",5.0,"Good place for laptop accessories, repair",5 years ago,Ahemdabad,Infosys,
"{'name': 'Saiyed Mohammad Zafar', 'link': 'https://www.google.com/maps/contrib/101133627576117916238?hl=en-US', 'contributor_id': '101133627576117916238', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXRWh2CZaXAZNA4KP1aZ47wlu_KmHyw4CpyzkWThczGESFwNgAJ=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 13, 'photos': 2}",5.0,Excellent services for mobile repairing....,7 years ago,Ahemdabad,Infosys,
"{'name': 'Inayat Shaikh', 'link': 'https://www.google.com/maps/contrib/117263021079249804624?hl=en-US', 'contributor_id': '117263021079249804624', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVszDrxZuLH0WG2I00vRCxhRJtwoCufCMjzcnQXg8Gc1ArCqHK3=s120-c-rp-mo-br100', 'reviews': 31, 'photos': 0}",5.0,All mobile & Laptop services available,5 years ago,Ahemdabad,Infosys,
"{'name': 'ahfaz khan', 'link': 'https://www.google.com/maps/contrib/113242932626787778944?hl=en-US', 'contributor_id': '113242932626787778944', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJkiHsR8IWfANVJUMCxJpmW2qtpQ6F3TbPqppXHZHOoa0yf3g=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",1.0,Most expensive the market prize,3 years ago,Ahemdabad,Infosys,
"{'name': 'kkrian chaudhari', 'link': 'https://www.google.com/maps/contrib/106007941645150169164?hl=en-US', 'contributor_id': '106007941645150169164', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLQf6eAQTBOYxs_kjdofduhf-CQl7tNyn4nXPeL7axdpKOY7w=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 130, 'photos': 10}",2.0,Nice cooperative staff,7 years ago,Ahemdabad,Infosys,
"{'name': 'BâBã', 'link': 'https://www.google.com/maps/contrib/109578787032994244367?hl=en-US', 'contributor_id': '109578787032994244367', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWop_4uTeXxc3rL_9Giz5SqScEAOYKeVhwwOU4auD5MMNiig--1=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 32, 'photos': 1}",3.0,Nice shop,6 years ago,Ahemdabad,Infosys,
"{'name': 'heart beat', 'link': 'https://www.google.com/maps/contrib/105314610732196117441?hl=en-US', 'contributor_id': '105314610732196117441', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXmVTJWTe5O2PnO7UXAFppS41YaNdZVfHJYfXkMxbivguwF1mDA=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 0, 'photos': 0}",1.0,,3 years ago,Ahemdabad,Infosys,
"{'name': 'Anil Dhanotiya', 'link': 'https://www.google.com/maps/contrib/101641785154376864020?hl=en-US', 'contributor_id': '101641785154376864020', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWZflH_jH53aRzCAYiuI1-qRjja8YbOUS9mC-y-lODiGESJbag=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 15, 'photos': 4}",5.0,Small and old but very good.,a month ago,Ahemdabad,Wipro,
"{'name': 'Abhishek Tank', 'link': 'https://www.google.com/maps/contrib/117476866668384489914?hl=en-US', 'contributor_id': '117476866668384489914', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUsaUVvEERJGtG1C1kc4fRns9tE-Vv-u3WcEXzHQyKj0RX0kJs=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 15, 'photos': 0}",5.0,Best place to work in middle of city and its my company.,a day ago,Ahemdabad,Wipro,
"{'name': 'JAYDIP PIPALIYA', 'link': 'https://www.google.com/maps/contrib/105880306943700999445?hl=en-US', 'contributor_id': '105880306943700999445', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWdmItH8wNw1e51LpbSs-vb2C_vZkNVGFvBqRhSCWafchhFJpXw=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 6, 'photos': 42}",5.0,It's Wipro ahmedabad office ✨,2 years ago,Ahemdabad,Wipro,
