username,rating,text,date,company,city
"{'name': 'Mustafa Unwala', 'link': 'https://www.google.com/maps/contrib/111597883431873331960?hl=en-US', 'contributor_id': '111597883431873331960', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjV8kldvnk8Yb7c2J1Bxs46pc5lkiuyVgtmhvFI08ygUwvCvErti=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 6, 'photos': 1}",1,"I’ve been a regular user of MMT, but this experience was really disappointing. Although I received confirmation for my booking, the ticket was never actually processed. I had to rebook, and the cost of the new flight ended up being double the original price. To make matters worse, there was no notification about the booking cancellation—if I hadn’t called, I wouldn’t have known. Unfortunately, the call center staff were not helpful either.",2 months ago,MakeMyTrip,Delhi
"{'name': 'Vebhav Madaan', 'link': 'https://www.google.com/maps/contrib/116561708110261057251?hl=en-US', 'contributor_id': '116561708110261057251', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXUcCjVk_9QlNAL1Q4a230xLwKuO784_oea36j4xd_LZ_baVLWQ=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 3, 'photos': 0}",1,"Guys beware of this app,
Never ever book your hotels international or domestic through MMT.
THEY WILL SHOW PICTURES OF DIFFERENT ROOMS during booking. We are basically being scammed by MMT in this. As when you reach the hotel they will give an entirely small different room than the one done during booking.. They provide zero support internationally and their is no way to contact them online when you are out of India.
Better book through Booking.com or Agoda for peace of mind.",3 months ago,MakeMyTrip,Delhi
"{'name': 'tripsoflove', 'link': 'https://www.google.com/maps/contrib/105574656541310708692?hl=en-US', 'contributor_id': '105574656541310708692', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXqMH_ufs89MAX6yNwqUv4Jpmd1DbTsXEnxKJiGPzSv0KqYxsGT=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 249, 'photos': 569}",5,"Great security. A stranger can’t enter the office easily. Office is so clean, provides any kind of beverages for free for staff and visitors. Harsh and Avinash are great persons to deal with.",a year ago,MakeMyTrip,Delhi
"{'name': 'Shikha Priya', 'link': 'https://www.google.com/maps/contrib/113089448595171099083?hl=en-US', 'contributor_id': '113089448595171099083', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjX6VuMV0uY-tCM6bcq2STa_y1SYS-291dJNN0QueoZ9hXLFItCv=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 9, 'photos': 0}",5,Beautiful Work place with good facilities inside the premises!,4 months ago,Synopsys,Delhi
"{'name': 'pramod kumar', 'link': 'https://www.google.com/maps/contrib/114520146587625829111?hl=en-US', 'contributor_id': '114520146587625829111', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVzG97-aED_cLuqVRtnH-NAv3ONLqIlSMhn84uK9tevGGDynt-y7w=s120-c-rp-mo-br100', 'reviews': 262, 'photos': 0}",5,"Nice,proud of India",6 months ago,Synopsys,Delhi
"{'name': 'Satyapal Gautam', 'link': 'https://www.google.com/maps/contrib/113999747471730759427?hl=en-US', 'contributor_id': '113999747471730759427', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVGiR1f2P5obkaa-rMiMSfrW8ytDWS1Z_e6ZeTuNuF5YRUh-wr6=s120-c-rp-mo-br100', 'reviews': 4, 'photos': 0}",5,Good place,6 months ago,Synopsys,Delhi
"{'name': 'Atul Agnihotri', 'link': 'https://www.google.com/maps/contrib/115731008364509777327?hl=en-US', 'contributor_id': '115731008364509777327', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWJQoXyBuQHhfhRJZYu5rzhwOW5FBO-cOKhJhpM2bOf8CFcq-A=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 9, 'photos': 3}",5,,a month ago,Synopsys,Delhi
"{'name': 'Amanjeet Pani', 'link': 'https://www.google.com/maps/contrib/117109519365967257530?hl=en-US', 'contributor_id': '117109519365967257530', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjV-Zdor2OvD3UPBmmGnek1geN6IZdr6V-TFPkjJMnGyCrDpikM=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 2, 'photos': 0}",4,,2 months ago,Synopsys,Delhi
"{'name': '20BEC078_Vishvdeep Sinhmar', 'link': 'https://www.google.com/maps/contrib/116798657457908710853?hl=en-US', 'contributor_id': '116798657457908710853', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLtv-0_fUgc0LIcDkL2q7M6mJz8bg2LOSt-PLoMLdqd9jhD2A=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 5, 'photos': 0}",5,,2 months ago,Synopsys,Delhi
"{'name': 'Suneel Kumar', 'link': 'https://www.google.com/maps/contrib/108279407454246533526?hl=en-US', 'contributor_id': '108279407454246533526', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocILTzzhPCW7z2ug8htIWbUWki7yGinMMGgYQ7iKgdzb-NiQM-E3=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 7, 'photos': 181}",5,,3 months ago,Synopsys,Delhi
